market,ma,ngay,khoi_luong_mua,gia_tri_mua,khoi_luong_ban,gia_tri_ban,khoi_luong_giao_dich_rong,gia_tri_giao_dich_rong,room_con_lai,dang_so_huu
HOSE,OGC,2022-11-21,500,3600000,6500,46800000,-6000,-43200000,146519858,
HOSE,TLG,2022-11-21,0,0,6400,275840000,-6400,-275840000,62377813,
HOSE,FUEKIV30,2022-11-21,25100,158130000,31600,199080000,-6500,-40950000,8396100,
HOSE,FRT,2022-11-21,21750,1363725000,28700,1799490000,-6950,-435765000,29104657,
HOSE,DRH,2022-11-21,0,0,7404,24433200,-7404,-24433200,60565759,
HOSE,HT1,2022-11-21,17900,154656000,26200,226368000,-8300,-71712000,179422770,
HOSE,CSV,2022-11-21,17300,482670000,25700,717030000,-8400,-234360000,20131846,
HOSE,ORS,2022-11-21,7600,63004000,16700,138443000,-9100,-75439000,95268867,
HOSE,VDS,2022-11-21,4630,33197100,13900,99663000,-9270,-66465900,206722214,
HOSE,VSH,2022-11-21,3000,86550000,12300,354855000,-9300,-268305000,88446947,
HOSE,CNG,2022-11-21,800,17360000,10200,221340000,-9400,-203980000,11610454,
HOSE,CTD,2022-11-21,15200,433200000,25854,736839000,-10654,-303639000,214669,
HOSE,GAS,2022-11-21,10200,1135260000,21360,2377368000,-11160,-1242108000,880389051,
HOSE,KHG,2022-11-21,27600,125856000,38800,176928000,-11200,-51072000,213807865,
HOSE,BSI,2022-11-21,400,5920000,12200,180560000,-11800,-174640000,117751129,
HOSE,PHR,2022-11-21,1200,44160000,13304,489587200,-12104,-445427200,50877308,
HOSE,LIX,2022-11-21,200,7840000,13000,509600000,-12800,-501760000,13211239,
HOSE,LPB,2022-11-21,0,0,13000,126750000,-13000,-126750000,13211239,
HOSE,GIL,2022-11-21,0,0,15100,328425000,-15100,-328425000,31988603,
HOSE,AGR,2022-11-21,9400,64202000,25400,173482000,-16000,-109280000,103158869,
HOSE,HDC,2022-11-21,0,0,17100,568575000,-17100,-568575000,52029944,
HOSE,CHP,2022-11-21,0,0,17808,398899200,-17808,-398899200,52029944,
HOSE,CMX,2022-11-21,2800,18536000,25000,165500000,-22200,-146964000,40914966,
HOSE,ACL,2022-11-21,0,0,23000,240350000,-23000,-240350000,18242660,
HOSE,E1VFVN30,2022-11-21,1158600,18873594000,1182250,19258852500,-23650,-385258500,31215020,
HOSE,DCM,2022-11-21,518100,13185645000,542800,13814260000,-24700,-628615000,200403069,
HOSE,BMP,2022-11-21,0,0,25000,1347500000,-25000,-1347500000,11740834,
HOSE,ITA,2022-11-21,99900,324675000,125500,407875000,-25600,-83200000,395845852,
HOSE,HBC,2022-11-21,25900,209531000,52400,423916000,-26500,-214385000,90383529,
HOSE,AAT,2022-11-21,700,3430000,28800,141120000,-28100,-137690000,31726550,
HOSE,NKG,2022-11-21,469400,4534404000,497800,4808748000,-28400,-274344000,102360684,
HOSE,MSH,2022-11-21,400,14720000,31200,1148160000,-30800,-1133440000,32808324,
HOSE,TDC,2022-11-21,1300,11050000,34100,289850000,-32800,-278800000,48302350,
HOSE,TCH,2022-11-21,192800,1434432000,226200,1682928000,-33400,-248496000,323741559,
HOSE,CTS,2022-11-21,3000,26640000,38100,338328000,-35100,-311688000,70078060,
HOSE,VPG,2022-11-21,0,0,40100,575435000,-40100,-575435000,38905733,
HOSE,PAN,2022-11-21,10500,150675000,54307,779305450,-43807,-628630450,82715186,
HOSE,BMI,2022-11-21,2400,45120000,51700,971960000,-49300,-926840000,18373437,
HOSE,NTL,2022-11-21,4000,67200000,53500,898800000,-49500,-831600000,22427995,
HOSE,ASM,2022-11-21,21900,162060000,81900,606060000,-60000,-444000000,156968059,
HOSE,BCG,2022-11-21,71300,407123000,134200,766282000,-62900,-359159000,250603375,
HOSE,BAF,2022-11-21,24700,410020000,87640,1454824000,-62940,-1044804000,70608544,
HOSE,HHV,2022-11-21,20300,168490000,88200,732060000,-67900,-563570000,124347255,
HOSE,PTB,2022-11-21,89700,3309930000,158580,5851602000,-68880,-2541672000,5530268,
HOSE,VGC,2022-11-21,6400,193920000,76400,2314920000,-70000,-2121000000,193936647,
HOSE,VSC,2022-11-21,1400,44100000,79550,2505825000,-78150,-2461725000,53744565,
HOSE,CII,2022-11-21,49100,630935000,127640,1640174000,-78540,-1009239000,117664131,
HOSE,VTO,2022-11-21,23000,153870000,119500,799455000,-96500,-645585000,38157825,
HOSE,DPM,2022-11-21,98300,3538800000,203600,7329600000,-105300,-3790800000,121080605,
HOSE,FCN,2022-11-21,1300,9867000,111000,842490000,-109700,-832623000,27594542,
HOSE,IDI,2022-11-21,15800,136038000,132500,1140825000,-116700,-1004787000,108962420,
HOSE,KDC,2022-11-21,17500,1032500000,135000,7965000000,-117500,-6932500000,67511775,
HOSE,CTG,2022-11-21,1040400,25073640000,1169750,28190975000,-129350,-3117335000,131916401,
HOSE,HAX,2022-11-21,1900,26980000,135800,1928360000,-133900,-1901380000,10669546,
HOSE,VCB,2022-11-21,694800,52110000000,832803,62460225000,-138003,-10350225000,302148608,
HOSE,APH,2022-11-21,400,2900000,144800,1049800000,-144400,-1046900000,172675333,
HOSE,LDG,2022-11-21,4500,18900000,149300,627060000,-144800,-608160000,117805178,
HOSE,IJC,2022-11-21,0,0,147600,1616220000,-147600,-1616220000,92312267,
HOSE,LCG,2022-11-21,8400,48468000,160500,926085000,-152100,-877617000,91092759,
HOSE,HSG,2022-11-21,521300,5009693000,678302,6518482220,-157002,-1508789220,256491839,
HOSE,DGW,2022-11-21,68000,2720000000,239596,9583840000,-171596,-6863840000,37200728,
HOSE,DBC,2022-11-21,59100,735795000,258500,3218325000,-199400,-2482530000,106706831,
HOSE,MIG,2022-11-21,134900,1881855000,335700,4683015000,-200800,-2801160000,148896650,
HOSE,SCR,2022-11-21,20800,104000000,242800,1214000000,-222000,-1110000000,175215966,
HOSE,VIX,2022-11-21,163600,1112480000,408100,2775080000,-244500,-1662600000,555675501,
HOSE,HDG,2022-11-21,325400,8850880000,586112,15942246400,-260712,-7091366400,77086245,
HOSE,PC1,2022-11-21,77100,1268295000,426351,7013473950,-349251,-5745178950,103973571,
HOSE,HCM,2022-11-21,108400,2005400000,458961,8490778500,-350561,-6485378500,37925071,
HOSE,DXS,2022-11-21,75500,405435000,477600,2564712000,-402100,-2159277000,132307439,
HOSE,HAG,2022-11-21,40700,315425000,519600,4026900000,-478900,-3711475000,433637279,
HOSE,FTS,2022-11-21,260,4251000,543700,8889495000,-543440,-8885244000,144868374,
HOSE,VRE,2022-11-21,715000,18804500000,1261503,33177528900,-546503,-14373028900,394749884,
HOSE,VHM,2022-11-21,1016545,47726787750,1584954,74413590300,-568409,-26686802550,1161344013,
HOSE,DIG,2022-11-21,181400,2303780000,1034500,13138150000,-853100,-10834370000,273677459,
HOSE,FUEMAV30,2022-11-21,43600,490500000,1409400,15855750000,-1365800,-15365250000,5450260,
HOSE,STB,2022-11-21,926000,15464200000,2955200,49351840000,-2029200,-33887640000,131381576,
HOSE,DGC,2022-11-21,178100,9100910000,3068600,156805460000,-2890500,-147704550000,122457453,
HOSE,DXG,2022-11-21,299100,3140550000,5062700,53158350000,-4763600,-50017800000,138869174,
HOSE,SSI,2022-11-22,6574500,107493075000,2487818,40675824300,4086682,66817250700,928718143,
HOSE,MBB,2022-11-22,7258864,114690051200,3300149,52142354200,3958715,62547697000,928718143,
HOSE,POW,2022-11-22,2522200,26104770000,161700,1673595000,2360500,24431175000,1050565307,
HOSE,FUEVFVND,2022-11-22,4880100,99310035000,2574800,52397180000,2305300,46912855000,15079348,
HOSE,HPG,2022-11-22,7622330,112810484000,5416500,80164200000,2205830,32646284000,1693977805,
HOSE,BID,2022-11-22,1174800,42821460000,99700,3634065000,1075100,39187395000,654668529,
HOSE,VNM,2022-11-22,1458600,115958700000,520884,41410278000,937716,74548422000,924763573,
HOSE,PVT,2022-11-22,750700,12611760000,21100,354480000,729600,12257280000,102416751,
HOSE,PVD,2022-11-22,538400,7645280000,40705,578011000,497695,7067269000,180119853,
HOSE,VCI,2022-11-22,699212,14124082400,225920,4563584000,473292,9560498400,356683382,
HOSE,SBT,2022-11-22,472530,5197830000,13702,150722000,458828,5047108000,575142075,
HOSE,GMD,2022-11-22,442900,18933975000,1900,81225000,441000,18852750000,1834556,
HOSE,DCM,2022-11-22,1001600,25791200000,594300,15303225000,407300,10487975000,199450369,
HOSE,VIX,2022-11-22,436200,2987970000,40300,276055000,395900,2711915000,555242101,
HOSE,KDH,2022-11-22,816000,18319200000,424370,9527106500,391630,8792093500,105825340,
HOSE,VRE,2022-11-22,1297500,33929625000,909903,23793963450,387597,10135661550,394224209,
HOSE,VHM,2022-11-22,952900,43166370000,629600,28520880000,323300,14645490000,1160456023,
HOSE,TCH,2022-11-22,302900,2411084000,26300,209348000,276600,2201736000,323455459,
HOSE,PDR,2022-11-22,275670,4396936500,95,1515250,275575,4395421250,308572798,
HOSE,VPB,2022-11-22,266210,4126255000,2400,37200000,263810,4089055000,51,
HOSE,LHG,2022-11-22,267000,5073000000,4100,77900000,262900,4995100000,17864966,
HOSE,MSN,2022-11-22,764990,70226082000,526100,48295980000,238890,21930102000,272389608,
HOSE,CII,2022-11-22,217300,2781440000,9300,119040000,208000,2662400000,117616631,
HOSE,NT2,2022-11-22,223200,5356800000,23800,571200000,199400,4785600000,95823465,
HOSE,CTR,2022-11-22,164200,7003130000,1500,63975000,162700,6939155000,44715278,
HOSE,KSB,2022-11-22,179600,2505420000,18900,263655000,160700,2241765000,31910315,
HOSE,FRT,2022-11-22,250500,15881700000,92000,5832800000,158500,10048900000,28856859,
HOSE,PHR,2022-11-22,138600,5197500000,1100,41250000,137500,5156250000,50761208,
HOSE,TLG,2022-11-22,142100,6252400000,9500,418000000,132600,5834400000,62255213,
HOSE,HDB,2022-11-22,1340175,19633563750,1209059,17712714350,131116,1920849400,2,
HOSE,VIC,2022-11-22,642290,39179690000,516666,31516626000,125624,7663064000,1386693191,
HOSE,BVH,2022-11-22,139500,6716925000,15200,731880000,124300,5985045000,167088915,
HOSE,VCG,2022-11-22,158400,2217600000,35100,491400000,123300,1726200000,222171379,
HOSE,DGW,2022-11-22,139900,5274230000,30500,1149850000,109400,4124380000,37098148,
HOSE,ASM,2022-11-22,113200,871640000,6000,46200000,107200,825440000,157059859,
HOSE,TNH,2022-11-22,117100,3688650000,10600,333900000,106500,3354750000,5131769,
HOSE,VGC,2022-11-22,111900,3379380000,14705,444091000,97195,2935289000,193920447,
HOSE,DPG,2022-11-22,103800,2366640000,6700,152760000,97100,2213880000,30094575,
HOSE,PAN,2022-11-22,96100,1345400000,2000,28000000,94100,1317400000,82664386,
HOSE,CSV,2022-11-22,91600,2628920000,1900,54530000,89700,2574390000,20058446,
HOSE,KPF,2022-11-22,80000,741600000,0,0,80000,741600000,27870529,
HOSE,BWE,2022-11-22,79200,3168000000,4900,196000000,74300,2972000000,60151104,
HOSE,HHS,2022-11-22,85300,311345000,15200,55480000,70100,255865000,154549294,
HOSE,PLX,2022-11-22,131100,3434820000,63900,1674180000,67200,1760640000,34368899,
HOSE,VJC,2022-11-22,93907,9212276700,31968,3136060800,61939,6076215900,73084672,
HOSE,DXS,2022-11-22,96800,555632000,36900,211806000,59900,343826000,133352639,
HOSE,KHG,2022-11-22,66200,317098000,8500,40715000,57700,276383000,213824065,
HOSE,STK,2022-11-22,50000,1290000000,0,0,50000,1290000000,73593765,
HOSE,FUEVN100,2022-11-22,81700,974681000,33600,400848000,48100,573833000,12978970,
HOSE,AAA,2022-11-22,58323,405928080,12575,87522000,45748,318406080,372499446,
HOSE,DBC,2022-11-22,178700,2206945000,134000,1654900000,44700,552045000,106736431,
HOSE,ITA,2022-11-22,55100,181830000,10906,35989800,44194,145840200,395827252,
HOSE,CMG,2022-11-22,58400,2099480000,15500,557225000,42900,1542255000,11785594,
HOSE,EIB,2022-11-22,124800,2408640000,82000,1582600000,42800,826040000,78258389,
HOSE,ANV,2022-11-22,127800,2313180000,86300,1562030000,41500,751150000,57408244,
HOSE,BFC,2022-11-22,62700,990660000,22800,360240000,39900,630420000,25816466,
HOSE,SMB,2022-11-22,36900,1531350000,1300,53950000,35600,1477400000,10331945,
HOSE,SAB,2022-11-22,66400,12031680000,34100,6178920000,32300,5852760000,239433611,
HOSE,TV2,2022-11-22,32200,656880000,0,0,32200,656880000,23715,
HOSE,SCS,2022-11-22,31400,2260800000,400,28800000,31000,2232000000,1136827,
HOSE,TPB,2022-11-22,31500,650475000,835,17242750,30665,633232250,23,
HOSE,HDC,2022-11-22,30800,1001000000,200,6500000,30600,994500000,52000644,
HOSE,HNG,2022-11-22,98200,412440000,70400,295680000,27800,116760000,534130033,
HOSE,DRC,2022-11-22,27500,521125000,1300,24635000,26200,496490000,48975141,
HOSE,FUEMAV30,2022-11-22,97900,1100396000,72300,812652000,25600,287744000,5413160,
HOSE,EVE,2022-11-22,23700,314025000,100,1325000,23600,312700000,11783944,
HOSE,AAT,2022-11-22,38600,200720000,15100,78520000,23500,122200000,31687950,
HOSE,HDG,2022-11-22,137400,3668580000,114200,3049140000,23200,619440000,77393360,
HOSE,FUESSVFL,2022-11-22,40500,501795000,17600,218064000,22900,283731000,9223000,
HOSE,VHC,2022-11-22,223850,14908410000,201000,13386600000,22850,1521810000,128024774,
HOSE,FMC,2022-11-22,33000,1047750000,10800,342900000,22200,704850000,12093424,
HOSE,FUESSV30,2022-11-22,26600,309890000,5600,65240000,21000,244650000,3337270,
HOSE,BMP,2022-11-22,83800,4592240000,63200,3463360000,20600,1128880000,11664134,
HOSE,ADS,2022-11-22,21500,204250000,1400,13300000,20100,190950000,21388498,
HOSE,VNS,2022-11-22,20000,320000000,900,14400000,19100,305600000,19929662,
HOSE,KOS,2022-11-22,19000,684000000,0,0,19000,684000000,105967843,
HOSE,ORS,2022-11-22,36200,306976000,18100,153488000,18100,153488000,95234567,
HOSE,OCB,2022-11-22,55700,810435000,38200,555810000,17500,254625000,7347246,
HOSE,CTD,2022-11-22,23500,695600000,7000,207200000,16500,488400000,216769,
HOSE,BCG,2022-11-22,48700,288304000,32300,191216000,16400,97088000,250700575,
HOSE,DHA,2022-11-22,16200,452790000,600,16770000,15600,436020000,5115584,
HOSE,CTF,2022-11-22,15300,400860000,0,0,15300,400860000,37167153,
HOSE,TVB,2022-11-22,16500,64350000,1200,4680000,15300,59670000,30793188,
HOSE,TCM,2022-11-22,14800,664520000,0,0,14800,664520000,1996770,
HOSE,VNE,2022-11-22,14800,136160000,400,3680000,14400,132480000,38928941,
HOSE,MIG,2022-11-22,28000,392000000,13600,190400000,14400,201600000,148894650,
HOSE,DHC,2022-11-22,16500,559350000,2300,77970000,14200,481380000,12058299,
HOSE,EVF,2022-11-22,13800,91770000,0,0,13800,91770000,175202624,
HOSE,GEG,2022-11-22,13500,151875000,0,0,13500,151875000,47594558,
HOSE,BCM,2022-11-22,46200,3465000000,33800,2535000000,12400,930000000,476217480,
HOSE,CTI,2022-11-22,16100,185150000,5000,57500000,11100,127650000,30457063,
HOSE,TCD,2022-11-22,10800,57348000,0,0,10800,57348000,118418381,
HOSE,TCL,2022-11-22,14440,409374000,3700,104895000,10740,304479000,13335641,
HOSE,NVT,2022-11-22,10500,74025000,0,0,10500,74025000,45137980,
HOSE,CDC,2022-11-22,10100,179780000,0,0,10100,179780000,10665313,
HOSE,AST,2022-11-22,10000,518000000,100,5180000,9900,512820000,2030882,
HOSE,HVN,2022-11-22,33633,315477540,24300,227934000,9333,87543540,532947804,
HOSE,NBB,2022-11-22,9300,120900000,0,0,9300,120900000,47856529,
HOSE,BIC,2022-11-22,20800,557440000,12100,324280000,8700,233160000,2564644,
HOSE,CNG,2022-11-22,7800,170820000,0,0,7800,170820000,11613054,
HOSE,TCT,2022-11-22,7700,246400000,0,0,7700,246400000,3655740,
HOSE,DBD,2022-11-22,7300,266450000,0,0,7300,266450000,69267500,
HOSE,HTN,2022-11-22,10300,171495000,3100,51615000,7200,119880000,42957827,
HOSE,HT1,2022-11-22,10400,93392000,4200,37716000,6200,55676000,179417070,
HOSE,FUEKIV30,2022-11-22,31800,197160000,25900,160580000,5900,36580000,8397400,
HOSE,NSC,2022-11-22,5700,393300000,101,6969000,5599,386331000,7108990,
HOSE,PGC,2022-11-22,5000,87500000,0,0,5000,87500000,26457065,
HOSE,TRA,2022-11-22,5000,474500000,0,0,5000,474500000,1268141,
HOSE,HII,2022-11-22,5000,21700000,500,2170000,4500,19530000,36210385,
HOSE,TTA,2022-11-22,5200,45760000,1000,8800000,4200,36960000,76715867,
HOSE,SJD,2022-11-22,4000,58000000,0,0,4000,58000000,23450484,
HOSE,KDC,2022-11-22,5000,305000000,1000,61000000,4000,244000000,67699397,
HOSE,PNJ,2022-11-22,390900,40262700000,387001,39861103000,3899,401597000,67699397,
HOSE,VPH,2022-11-22,3800,16682000,0,0,3800,16682000,45923456,
HOSE,SKG,2022-11-22,5300,71020000,2800,37520000,2500,33500000,7780115,
HOSE,MSB,2022-11-22,5000,59750000,2500,29875000,2500,29875000,3558,
HOSE,SGN,2022-11-22,2500,132500000,0,0,2500,132500000,9245084,
HOSE,QCG,2022-11-22,3000,13080000,500,2180000,2500,10900000,133125458,
HOSE,MSH,2022-11-22,3200,118400000,900,33300000,2300,85100000,32836524,
HOSE,VPI,2022-11-22,2300,119830000,0,0,2300,119830000,116267147,
HOSE,TEG,2022-11-22,2500,17625000,200,1410000,2300,16215000,32067483,
HOSE,DPR,2022-11-22,3610,162450000,1600,72000000,2010,90450000,20402103,
HOSE,VDS,2022-11-22,11500,81305000,9600,67872000,1900,13433000,206712914,
HOSE,TVT,2022-11-22,2000,48800000,100,2440000,1900,46360000,9449810,
HOSE,FIR,2022-11-22,2600,122200000,700,32900000,1900,89300000,21845423,
HOSE,D2D,2022-11-22,2000,40400000,107,2161400,1893,38238600,14020369,
HOSE,HAP,2022-11-22,1800,8532000,0,0,1800,8532000,51512016,
HOSE,VIB,2022-11-22,1800,32760000,81,1474200,1719,31285800,51512016,
HOSE,VNG,2022-11-22,1500,11895000,0,0,1500,11895000,47188664,
HOSE,TVS,2022-11-22,1500,33975000,0,0,1500,33975000,21080122,
HOSE,RAL,2022-11-22,2300,170200000,800,59200000,1500,111000000,10869390,
HOSE,SHI,2022-11-22,3100,44640000,1900,27360000,1200,17280000,79283085,
HOSE,SVT,2022-11-22,1000,10600000,0,0,1000,10600000,7318570,
HOSE,FUESSV50,2022-11-22,1000,11780000,0,0,1000,11780000,7042542,
HOSE,AGR,2022-11-22,10500,73185000,9600,66912000,900,6273000,103156569,
HOSE,TDM,2022-11-22,1200,36840000,400,12280000,800,24560000,42724521,
HOSE,DXV,2022-11-22,600,2610000,0,0,600,2610000,4789050,
HOSE,LIX,2022-11-22,548,21700800,0,0,548,21700800,13210691,
HOSE,ASP,2022-11-22,300,1833000,0,0,300,1833000,782,
HOSE,DHG,2022-11-22,300,24810000,4,330800,296,24479200,59849387,
HOSE,DSN,2022-11-22,200,9360000,0,0,200,9360000,3263831,
HOSE,GDT,2022-11-22,200,6290000,0,0,200,6290000,5138975,
HOSE,REE,2022-11-22,200,14000000,0,0,200,14000000,5138975,
HOSE,KMR,2022-11-22,100,277000,0,0,100,277000,21261404,
HOSE,ITD,2022-11-22,100,1190000,0,0,100,1190000,10123909,
HOSE,LBM,2022-11-22,100,4210000,0,0,100,4210000,7333802,
HOSE,ABT,2022-11-22,100,3070000,0,0,100,3070000,6806110,
HOSE,NHH,2022-11-22,100,1340000,0,0,100,1340000,72463058,
HOSE,YBM,2022-11-22,100,570000,0,0,100,570000,6975925,
HOSE,FPT,2022-11-22,7,493500,0,0,7,493500,6975925,
HOSE,QBS,2022-11-22,0,0,0,0,0,0,6975925,
HOSE,SAV,2022-11-22,0,0,0,190350000,0,-190350000,1033537,
HOSE,APC,2022-11-22,0,0,0,89100000,0,-89100000,6797258,
HOSE,SBV,2022-11-22,0,0,0,12150,0,-12150,23306196,
HOSE,SBA,2022-11-22,0,0,0,12300000,0,-12300000,29426152,
HOSE,SCD,2022-11-22,0,3590000,0,0,0,3590000,3581190,
HOSE,RDP,2022-11-22,0,0,0,7404000,0,-7404000,24378472,
HOSE,APG,2022-11-22,0,53725000,0,3070000,0,50655000,143821006,
HOSE,S4A,2022-11-22,0,0,0,192500000,0,-192500000,20649120,
HOSE,BKG,2022-11-22,0,0,0,1038000,0,-1038000,34049011,
HOSE,PDN,2022-11-22,0,0,0,13000000,0,-13000000,34049011,
HOSE,PAC,2022-11-22,0,33990000,0,0,0,33990000,16825569,
HOSE,PGD,2022-11-22,0,7500000,0,0,0,7500000,2269632,
HOSE,BHN,2022-11-22,0,13200000,0,0,0,13200000,72801450,
HOSE,PET,2022-11-22,0,0,0,245850000,0,-245850000,72801450,
HOSE,TYA,2022-11-22,0,5850000,0,0,0,5850000,3588267,
HOSE,BTP,2022-11-22,0,4020000,0,0,0,4020000,23950774,
HOSE,BTT,2022-11-22,0,48060000,0,0,0,48060000,5949557,
HOSE,VSI,2022-11-22,0,0,0,11200000,0,-11200000,6375240,
HOSE,OPC,2022-11-22,0,0,0,4480000,0,-4480000,6375240,
HOSE,BRC,2022-11-22,0,1060000,0,0,0,1060000,6126478,
HOSE,PGI,2022-11-22,0,0,0,662500,0,-662500,88087123,
HOSE,VTB,2022-11-22,0,0,0,11300000,0,-11300000,5316365,
HOSE,POM,2022-11-22,0,13104000,0,0,0,13104000,114847776,
HOSE,PNC,2022-11-22,0,0,0,6560000,0,-6560000,5322491,
HOSE,ASG,2022-11-22,0,2520000,0,0,0,2520000,22052039,
HOSE,PTL,2022-11-22,0,0,0,8710000,0,-8710000,22052039,
HOSE,PSH,2022-11-22,0,0,0,0,0,0,22052039,
HOSE,PIT,2022-11-22,0,6720000,0,0,0,6720000,7326218,
HOSE,BCE,2022-11-22,0,4352000,0,0,0,4352000,16668088,
HOSE,PGV,2022-11-22,0,17250000,0,0,0,17250000,561547123,
HOSE,PMG,2022-11-22,0,0,0,16125000,0,-16125000,11037825,
HOSE,BBC,2022-11-22,0,27720000,0,0,0,27720000,9223079,
HOSE,PJT,2022-11-22,0,0,0,81000,0,-81000,9223079,
HOSE,TDW,2022-11-22,0,4325000,0,0,0,4325000,4016420,
HOSE,TDP,2022-11-22,0,0,0,141000000,0,-141000000,30684004,
HOSE,TDH,2022-11-22,0,2950000,0,0,0,2950000,53704099,
HOSE,TIX,2022-11-22,0,0,0,61400000,0,-61400000,53704099,
HOSE,THI,2022-11-22,0,0,0,2300000,0,-2300000,23887340,
HOSE,TGG,2022-11-22,0,0,0,14518400,0,-14518400,23887340,
HOSE,ACB,2022-11-22,0,638600,0,0,0,638600,23887340,
HOSE,TCB,2022-11-22,0,227000000,0,0,0,227000000,23887340,
HOSE,TBC,2022-11-22,0,0,0,41250000,0,-41250000,30613186,
HOSE,TDG,2022-11-22,0,0,0,1190000,0,-1190000,30613186,
HOSE,TSC,2022-11-22,0,0,0,240900,0,-240900,30613186,
HOSE,TCO,2022-11-22,0,8920000,0,0,0,8920000,8714944,
HOSE,TLD,2022-11-22,0,0,0,3200,0,-3200,36151355,
HOSE,ABR,2022-11-22,0,972000,0,0,0,972000,10248700,
HOSE,TNC,2022-11-22,0,0,0,15900000,0,-15900000,9324510,
HOSE,TNA,2022-11-22,0,7440000,0,0,0,7440000,22545851,
HOSE,TPC,2022-11-22,0,10880000,0,544000,0,10336000,11356790,
HOSE,AAM,2022-11-22,0,0,0,13980000,0,-13980000,5929073,
HOSE,TNT,2022-11-22,0,0,0,1555000,0,-1555000,24960840,
HOSE,TMP,2022-11-22,0,35350000,0,0,0,35350000,33912380,
HOSE,TRC,2022-11-22,0,0,0,9180000,0,-9180000,14480450,
HOSE,ABS,2022-11-22,0,0,0,0,0,0,14480450,
HOSE,TN1,2022-11-22,0,0,0,1890000,0,-1890000,21533302,
HOSE,TMT,2022-11-22,0,840000,0,0,0,840000,17187187,
HOSE,TMS,2022-11-22,0,0,0,41340000,0,-41340000,5585560,
HOSE,SZL,2022-11-22,0,0,0,46300,0,-46300,5585560,
HOSE,SHP,2022-11-22,0,12800000,0,0,0,12800000,44323210,
HOSE,TTE,2022-11-22,0,1130000,0,0,0,1130000,14242930,
HOSE,SHA,2022-11-22,0,12950000,0,0,0,12950000,16070038,
HOSE,SMA,2022-11-22,0,1256000,0,20724000,0,-19468000,9958486,
HOSE,SJS,2022-11-22,0,0,0,93840000,0,-93840000,56442548,
HOSE,SII,2022-11-22,0,0,0,20800000,0,-20800000,691605,
HOSE,SFG,2022-11-22,0,7890000,0,0,0,7890000,23130744,
HOSE,SFC,2022-11-22,0,0,0,1900000,0,-1900000,5440089,
HOSE,TTF,2022-11-22,0,202230000,0,1569834000,0,-1367604000,202096861,
HOSE,SGT,2022-11-22,0,0,0,280800,0,-280800,202096861,
HOSE,SGR,2022-11-22,0,0,0,3660000,0,-3660000,29396226,
HOSE,SFI,2022-11-22,0,3185000,0,0,0,3185000,9081207,
HOSE,AGM,2022-11-22,0,0,0,6450000,0,-6450000,9081207,
HOSE,ADG,2022-11-22,0,2950000,0,0,0,2950000,3840301,
HOSE,STG,2022-11-22,0,0,0,8170000,0,-8170000,48078780,
HOSE,ST8,2022-11-22,0,0,0,0,0,0,48078780,
HOSE,SVI,2022-11-22,0,14380000,0,0,0,14380000,653244,
HOSE,SVD,2022-11-22,0,8370000,0,0,0,8370000,12545700,
HOSE,SVC,2022-11-22,0,0,0,11220000,0,-11220000,15705374,
HOSE,SRC,2022-11-22,0,0,0,10100000,0,-10100000,13725555,
HOSE,SPM,2022-11-22,0,0,0,2700000,0,-2700000,6588990,
HOSE,SMC,2022-11-22,0,0,0,182000,0,-182000,6588990,
HOSE,SSC,2022-11-22,0,3580000,0,0,0,3580000,7171777,
HOSE,TTB,2022-11-22,0,0,0,61800,0,-61800,7171777,
HOSE,SRF,2022-11-22,0,0,0,5050000,0,-5050000,18932307,
HOSE,NNC,2022-11-22,0,507200000,0,0,0,507200000,9092947,
HOSE,HPX,2022-11-22,0,22500000,0,0,0,22500000,112780462,
HOSE,HOT,2022-11-22,0,60300000,0,60300000,0,0,112780462,
HOSE,DAH,2022-11-22,0,0,0,173500,0,-173500,112780462,
HOSE,FCM,2022-11-22,0,191690400,0,0,0,191690400,20717399,
HOSE,CVT,2022-11-22,0,0,0,161000,0,-161000,18171580,
HOSE,HRC,2022-11-22,0,0,0,5700000,0,-5700000,14608815,
HOSE,DC4,2022-11-22,0,0,0,444000,0,-444000,26196671,
HOSE,DCL,2022-11-22,0,0,0,89964000,0,-89964000,26196671,
HOSE,VRC,2022-11-22,0,6057000,0,0,0,6057000,24271414,
HOSE,DAT,2022-11-22,0,0,0,1530000,0,-1530000,24271414,
HOSE,HHP,2022-11-22,0,900000,0,0,0,900000,13941007,
HOSE,DBT,2022-11-22,0,0,0,2400000,0,-2400000,13941007,
HOSE,COM,2022-11-22,0,6320000,0,0,0,6320000,6870247,
HOSE,HVH,2022-11-22,0,5010000,0,0,0,5010000,17900752,
HOSE,CRC,2022-11-22,0,530000,0,0,0,530000,14902730,
HOSE,ICT,2022-11-22,0,7225000,0,0,0,7225000,32028428,
HOSE,IBC,2022-11-22,0,15800000,0,6320000,0,9480000,25723618,
HOSE,HVX,2022-11-22,0,2169000,0,0,0,2169000,19244101,
HOSE,CSM,2022-11-22,0,0,0,42000000,0,-42000000,51054689,
HOSE,HTL,2022-11-22,0,1535000,0,0,0,1535000,353581,
HOSE,HTI,2022-11-22,0,171200000,0,0,0,171200000,6900701,
HOSE,CRE,2022-11-22,0,0,0,5250000,0,-5250000,222123352,
HOSE,HU1,2022-11-22,0,1050000,0,0,0,1050000,4651370,
HOSE,HTV,2022-11-22,0,9920000,0,0,0,9920000,4928486,
