market,ma,ngay,gia_dong_cua,gia_tri_thay_doi,phan_tram_thay_doi,gia_tham_chieu,gia_mo_cua,gia_cao_nhat,gia_thap_nhat,khoi_luong_giao_dich_khop_lenh,gia_tri_giao_dich_khop_lenh,khoi_luong_giao_dich_thoa_thuan,gia_tri_giao_dich_thoa_thuan
HOSE,VSH,2022-11-22,29.2,0.35,0.0121,28.85,28.9,29.5,28.85,79500,2315000000,0,0
HOSE,STB,2022-11-22,16.9,0.2,0.012,16.7,16.6,17.85,16.6,30775500,534710000000,162000,2754000000
HOSE,DCM,2022-11-22,25.75,0.3,0.0118,25.45,25.0,26.6,24.85,4829900,125274000000,60000,1578000000
HOSE,ADS,2022-11-22,9.5,0.11,0.011699999999999999,9.39,9.23,9.7,9.1,815200,7616000000,0,0
HOSE,VPD,2022-11-22,22.05,0.25,0.0115,21.8,22.9,22.9,21.9,26900,607000000,383000,7774900000
HOSE,C32,2022-11-22,17.7,0.2,0.011399999999999999,17.5,17.2,17.8,17.2,19500,340000000,0,0
HOSE,FRT,2022-11-22,63.4,0.7,0.011200000000000002,62.7,61.5,65.2,60.1,1491500,94042000000,0,0
HOSE,SVD,2022-11-22,2.82,0.03,0.0108,2.79,2.8,2.93,2.75,26100,74000000,0,0
HOSE,HVH,2022-11-22,4.75,0.05,0.0106,4.7,4.72,4.87,4.72,122400,585000000,0,0
HOSE,TN1,2022-11-22,19.1,0.2,0.0106,18.9,18.9,19.1,18.9,2000,38000000,0,0
HOSE,ICT,2022-11-22,14.6,0.15,0.0104,14.45,15.0,15.0,14.15,8800,125000000,0,0
HOSE,LIX,2022-11-22,39.6,0.4,0.0102,39.2,40.6,40.6,39.6,2400,95000000,0,0
HOSE,VNG,2022-11-22,7.93,0.08,0.0102,7.85,7.33,8.22,7.33,70900,566000000,0,0
HOSE,DPR,2022-11-22,45.0,0.45,0.0101,44.55,44.2,45.55,44.0,195000,8760000000,0,0
HOSE,BVH,2022-11-22,48.15,0.45,0.009399999999999999,47.7,47.95,49.2,47.7,618400,30012000000,0,0
HOSE,HII,2022-11-22,4.34,0.04,0.009300000000000001,4.3,4.38,4.49,4.21,194900,844000000,0,0
HOSE,CNG,2022-11-22,21.9,0.2,0.0092,21.7,22.55,22.55,21.6,112400,2482000000,0,0
HOSE,DHA,2022-11-22,27.95,0.25,0.009000000000000001,27.7,27.7,28.1,26.9,42700,1183000000,0,0
HOSE,PNJ,2022-11-22,103.0,0.9,0.0088,102.1,103.8,105.7,102.2,286100,29823000000,387000,41452400000
HOSE,DHG,2022-11-22,82.7,0.7,0.0085,82.0,82.0,82.7,81.0,7300,596000000,0,0
HOSE,MSB,2022-11-22,11.95,0.1,0.0084,11.85,11.9,12.2,11.8,2537400,30436000000,9523000,112887550000
HOSE,HTV,2022-11-22,10.0,0.08,0.008100000000000001,9.92,10.05,10.05,10.0,2100,21000000,0,0
HOSE,CTS,2022-11-22,8.95,0.07,0.0079,8.88,8.88,9.49,8.8,937900,8595000000,0,0
HOSE,HVX,2022-11-22,2.56,0.02,0.0079,2.54,2.42,2.69,2.42,26500,68000000,0,0
HOSE,CTF,2022-11-22,26.2,0.2,0.0077,26.0,26.0,26.35,25.8,432100,11290000000,0,0
HOSE,LEC,2022-11-22,6.85,0.05,0.0074,6.8,6.33,6.85,6.33,400,2000000,0,0
HOSE,VIX,2022-11-22,6.85,0.05,0.0074,6.8,6.7,7.27,6.59,18308600,129300000000,0,0
HOSE,REE,2022-11-22,70.0,0.5,0.0072,69.5,69.2,70.5,68.7,560200,39115000000,0,0
HOSE,CMG,2022-11-22,35.95,0.25,0.006999999999999999,35.7,35.75,37.0,34.6,76800,2777000000,0,0
HOSE,QCG,2022-11-22,4.36,0.03,0.0069,4.33,4.61,4.61,4.3,419900,1874000000,0,0
HOSE,HAG,2022-11-22,7.8,0.05,0.006500000000000001,7.75,7.85,8.29,7.76,21847600,175733000000,0,0
HOSE,MBB,2022-11-22,15.8,0.1,0.0064,15.7,15.7,16.45,15.6,13394200,214587000000,7280000,120992500000
HOSE,HTI,2022-11-22,16.1,0.1,0.0063,16.0,15.95,16.1,15.95,14000,225000000,0,0
HOSE,CRC,2022-11-22,5.23,0.03,0.0058,5.2,5.2,5.49,5.05,50900,268000000,0,0
HOSE,FPT,2022-11-22,70.5,0.4,0.005699999999999999,70.1,70.0,72.0,69.1,1176300,83184000000,20000,1400000000
HOSE,SGN,2022-11-22,53.0,0.3,0.005699999999999999,52.7,52.5,53.0,52.5,4800,253000000,0,0
HOSE,VNE,2022-11-22,9.2,0.05,0.0055000000000000005,9.15,9.16,9.4,9.15,203200,1874000000,637400,5424274000
HOSE,MSH,2022-11-22,37.0,0.2,0.0054,36.8,36.2,37.3,36.2,61800,2282000000,0,0
HOSE,HAH,2022-11-22,28.15,0.15,0.0054,28.0,28.95,29.9,28.0,1672700,48860000000,0,0
HOSE,LGC,2022-11-22,49.8,0.25,0.005,49.55,49.8,49.8,49.8,100,4000000,0,0
HOSE,POW,2022-11-22,10.35,0.05,0.0049,10.3,10.3,10.8,10.2,11403800,120303000000,0,0
HOSE,ACC,2022-11-22,10.85,0.05,0.0046,10.8,10.5,11.1,10.1,74000,798000000,0,0
HOSE,CCI,2022-11-22,21.75,0.1,0.0046,21.65,20.15,21.75,20.15,400,8000000,0,0
HOSE,DXV,2022-11-22,4.35,0.02,0.0046,4.33,4.5,4.5,4.2,3500,14000000,0,0
HOSE,GEG,2022-11-22,11.25,0.05,0.0045000000000000005,11.2,11.3,11.7,11.1,899500,10253000000,0,0
HOSE,HHP,2022-11-22,9.09,0.04,0.0044,9.05,9.0,9.09,8.9,17800,161000000,0,0
HOSE,TRA,2022-11-22,94.9,0.4,0.0042,94.5,94.4,94.9,94.4,5000,472000000,0,0
HOSE,VCA,2022-11-22,10.0,0.04,0.004,9.96,9.95,10.0,9.95,2000,19000000,0,0
HOSE,MIG,2022-11-22,14.0,0.05,0.0036,13.95,13.95,14.6,13.8,909000,12866000000,0,0
HOSE,DQC,2022-11-22,14.3,0.05,0.0034999999999999996,14.25,13.6,14.8,13.6,94800,1377000000,0,0
HOSE,TDM,2022-11-22,30.7,0.1,0.0033,30.6,29.6,30.8,28.8,112600,3381000000,2500000,81250000000
HOSE,HVN,2022-11-22,9.38,0.03,0.0032,9.35,9.3,9.7,9.25,634900,6020000000,915000,8715500000
HOSE,KBC,2022-11-22,16.85,0.05,0.003,16.8,16.8,17.6,16.5,14955400,253982000000,0,0
HOSE,BTT,2022-11-22,35.15,0.1,0.0029,35.05,35.1,35.15,35.1,300,10000000,0,0
HOSE,SHA,2022-11-22,3.73,0.01,0.0027,3.72,3.71,3.87,3.65,19400,73000000,0,0
HOSE,TPB,2022-11-22,20.65,0.05,0.0024,20.6,20.5,21.2,20.15,5489300,113684000000,0,0
HOSE,KDH,2022-11-22,22.45,0.05,0.0022,22.4,22.4,23.6,22.0,4370700,99288000000,0,0
HOSE,NLG,2022-11-22,23.1,0.05,0.0022,23.05,23.6,24.65,22.6,6617100,157170000000,149400,3510900000
HOSE,ASG,2022-11-22,25.25,0.05,0.002,25.2,25.25,25.25,25.25,100,2000000,0,0
HOSE,BCE,2022-11-22,5.45,0.01,0.0018,5.44,5.4,5.8,5.4,58200,326000000,0,0
HOSE,SVC,2022-11-22,112.2,0.0,0.0,112.2,112.2,112.2,112.2,0,0,0,0
HOSE,STG,2022-11-22,38.1,0.0,0.0,38.1,38.1,38.1,38.1,100,3000000,0,0
HOSE,SGR,2022-11-22,13.8,0.0,0.0,13.8,14.45,14.45,13.8,19600,278000000,0,0
HOSE,SGT,2022-11-22,10.0,0.0,0.0,10.0,9.5,10.2,9.5,42300,421000000,0,0
HOSE,BRC,2022-11-22,10.55,0.0,0.0,10.55,10.55,10.55,10.55,0,0,0,0
HOSE,NTL,2022-11-22,16.8,0.0,0.0,16.8,17.0,17.45,16.1,551900,9203000000,0,0
HOSE,ABR,2022-11-22,9.72,0.0,0.0,9.72,9.72,9.72,9.72,0,0,0,0
HOSE,FMC,2022-11-22,31.75,0.0,0.0,31.75,31.75,33.0,31.6,72600,2316000000,0,0
HOSE,SSB,2022-11-22,29.8,0.0,0.0,29.8,29.85,30.05,27.75,1269400,37789000000,5000000,149000000000
HOSE,PPC,2022-11-22,12.4,0.0,0.0,12.4,12.4,12.7,12.2,141300,1751000000,0,0
HOSE,SMA,2022-11-22,7.4,0.0,0.0,7.4,7.4,7.4,7.4,100,0,0,0
HOSE,PDN,2022-11-22,129.1,0.0,0.0,129.1,138.0,138.1,129.1,3300,453000000,0,0
HOSE,BHN,2022-11-22,44.0,0.0,0.0,44.0,44.0,44.0,44.0,0,0,0,0
HOSE,POM,2022-11-22,4.24,0.0,0.0,4.24,4.35,4.4,4.2,111400,483000000,0,0
HOSE,PMG,2022-11-22,12.95,0.0,0.0,12.95,12.95,12.95,12.95,0,0,0,0
HOSE,BIC,2022-11-22,26.8,0.0,0.0,26.8,26.8,27.4,25.2,21400,575000000,0,0
HOSE,PGI,2022-11-22,24.8,0.0,0.0,24.8,24.85,25.4,24.8,3200,79000000,0,0
HOSE,PNC,2022-11-22,8.2,0.0,0.0,8.2,8.2,8.2,8.2,0,0,0,0
HOSE,SJD,2022-11-22,14.5,0.0,0.0,14.5,14.7,14.7,14.4,26700,387000000,0,0
HOSE,AGG,2022-11-22,33.5,0.0,0.0,33.5,34.0,34.0,33.1,36000,1205000000,0,0
HOSE,SHB,2022-11-22,10.4,0.0,0.0,10.4,10.4,10.75,10.2,15178300,158616000000,3660000,37984000000
HOSE,SRC,2022-11-22,15.5,0.0,0.0,15.5,15.5,15.5,15.5,100,1000000,0,0
HOSE,AGM,2022-11-22,10.6,0.0,0.0,10.6,10.0,10.6,9.88,46100,472000000,0,0
HOSE,BBC,2022-11-22,51.5,0.0,0.0,51.5,51.5,51.5,51.5,0,0,0,0
HOSE,SMC,2022-11-22,8.44,0.0,0.0,8.44,8.03,8.8,8.03,328800,2740000000,0,0
HOSE,PIT,2022-11-22,4.07,0.0,0.0,4.07,4.07,4.13,4.07,6600,26000000,0,0
HOSE,PAC,2022-11-22,30.9,0.0,0.0,30.9,30.9,30.9,30.9,0,0,0,0
HOSE,HCD,2022-11-22,5.5,0.0,0.0,5.5,5.3,5.85,5.3,381400,2111000000,0,0
HOSE,TTA,2022-11-22,8.8,0.0,0.0,8.8,8.75,9.2,8.7,273400,2431000000,0,0
HOSE,DPM,2022-11-22,36.0,0.0,0.0,36.0,35.6,37.3,35.1,2292200,83461000000,0,0
HOSE,TTE,2022-11-22,11.3,0.0,0.0,11.3,11.3,11.3,11.3,0,0,0,0
HOSE,DRH,2022-11-22,3.3,0.0,0.0,3.3,3.53,3.53,3.15,4822100,16502000000,0,0
HOSE,TTB,2022-11-22,2.6,0.0,0.0,2.6,2.59,2.77,2.59,483800,1303000000,0,0
HOSE,HRC,2022-11-22,57.0,0.0,0.0,57.0,57.0,57.0,57.0,0,0,0,0
HOSE,DGC,2022-11-22,51.1,0.0,0.0,51.1,49.5,53.5,48.1,6143000,312451000000,0,0
HOSE,HTL,2022-11-22,15.35,0.0,0.0,15.35,15.35,15.35,15.35,0,0,0,0
HOSE,DHM,2022-11-22,10.0,0.0,0.0,10.0,10.0,10.0,9.6,177500,1771000000,500000,5000000000
HOSE,VHC,2022-11-22,66.6,0.0,0.0,66.6,65.7,68.6,65.1,664100,44180000000,0,0
HOSE,TMP,2022-11-22,50.5,0.0,0.0,50.5,50.5,50.5,50.5,0,0,0,0
HOSE,UDC,2022-11-22,6.3,0.0,0.0,6.3,6.3,6.55,5.86,40800,247000000,0,0
HOSE,FCM,2022-11-22,3.34,0.0,0.0,3.34,3.35,3.4,3.3,157700,533000000,0,0
HOSE,GAB,2022-11-22,196.4,0.0,0.0,196.4,196.4,196.4,196.4,0,0,0,0
HOSE,FTS,2022-11-22,16.35,0.0,0.0,16.35,16.2,17.45,15.8,2166600,36460000000,86800,1432200000
HOSE,UIC,2022-11-22,32.7,0.0,0.0,32.7,32.7,32.7,32.7,0,0,0,0
HOSE,GMC,2022-11-22,11.4,0.0,0.0,11.4,11.5,11.8,11.4,2800,32000000,0,0
HOSE,DVP,2022-11-22,42.5,0.0,0.0,42.5,42.65,42.65,42.5,5700,242000000,0,0
HOSE,DTT,2022-11-22,12.45,0.0,0.0,12.45,12.45,12.45,12.45,0,0,0,0
HOSE,VCF,2022-11-22,216.1,0.0,0.0,216.1,216.1,216.1,216.1,0,0,0,0
HOSE,GDT,2022-11-22,31.45,0.0,0.0,31.45,31.45,31.45,31.45,600,18000000,0,0
HOSE,VDP,2022-11-22,38.7,0.0,0.0,38.7,38.7,38.7,38.7,0,0,0,0
HOSE,TIX,2022-11-22,32.0,0.0,0.0,32.0,32.0,32.0,32.0,0,0,0,0
HOSE,VNS,2022-11-22,16.0,0.0,0.0,16.0,14.9,16.8,14.9,44800,725000000,0,0
HOSE,LSS,2022-11-22,5.7,0.0,0.0,5.7,5.77,5.99,5.7,316500,1836000000,0,0
HOSE,LAF,2022-11-22,15.75,0.0,0.0,15.75,15.75,15.75,15.75,0,0,0,0
HOSE,CRE,2022-11-22,10.5,0.0,0.0,10.5,10.0,10.55,10.0,106700,1113000000,0,0
HOSE,L10,2022-11-22,25.0,0.0,0.0,25.0,25.0,25.0,25.0,0,0,0,0
HOSE,MCP,2022-11-22,12.65,0.0,0.0,12.65,12.65,12.65,12.65,100,1000000,0,0
HOSE,CHP,2022-11-22,22.4,0.0,0.0,22.4,22.05,22.5,22.05,56100,1241000000,0,0
HOSE,CDC,2022-11-22,17.8,0.0,0.0,17.8,17.8,18.0,17.6,144500,2571000000,0,0
HOSE,TCM,2022-11-22,44.9,0.0,0.0,44.9,45.0,45.6,44.45,652900,29318000000,0,0
HOSE,VPB,2022-11-22,15.5,0.0,0.0,15.5,15.25,16.45,15.1,16566500,258536000000,0,0
HOSE,TCR,2022-11-22,2.84,0.0,0.0,2.84,2.95,3.0,2.65,14200,38000000,0,0
HOSE,KOS,2022-11-22,36.0,0.0,0.0,36.0,35.9,36.3,35.8,343800,12403000000,0,0
HOSE,D2D,2022-11-22,20.2,0.0,0.0,20.2,20.05,20.95,19.55,48100,983000000,0,0
HOSE,DBD,2022-11-22,36.5,0.0,0.0,36.5,36.5,36.7,36.5,10700,391000000,0,0
HOSE,TDW,2022-11-22,43.25,0.0,0.0,43.25,43.25,43.25,43.25,0,0,0,0
HOSE,VND,2022-11-22,11.3,0.0,0.0,11.3,11.05,12.0,10.95,35659800,410047000000,1053220,12638640000
HOSE,CVT,2022-11-22,45.85,0.0,0.0,45.85,45.85,45.85,45.85,0,0,0,0
HOSE,THI,2022-11-22,21.4,0.0,0.0,21.4,21.4,21.4,21.4,0,0,0,0
HOSE,KHP,2022-11-22,7.05,0.0,0.0,7.05,7.25,7.26,6.9,230100,1637000000,0,0
HOSE,HAS,2022-11-22,8.49,-0.01,-0.0012,8.5,8.0,8.49,7.91,18300,145000000,0,0
HOSE,DCL,2022-11-22,23.7,-0.05,-0.0021,23.75,23.1,23.7,23.05,54400,1271000000,0,0
HOSE,DMC,2022-11-22,42.8,-0.1,-0.0023,42.9,42.9,42.9,42.8,900,38000000,0,0
HOSE,DRC,2022-11-22,18.95,-0.05,-0.0026,19.0,19.0,19.55,18.9,373300,7167000000,0,0
HOSE,S4A,2022-11-22,36.0,-0.1,-0.0028000000000000004,36.1,33.6,36.0,33.6,4400,148000000,0,0
HOSE,ACG,2022-11-22,35.9,-0.1,-0.0028000000000000004,36.0,34.25,35.95,33.6,5100,177000000,0,0
HOSE,PGV,2022-11-22,17.1,-0.05,-0.0029,17.15,17.85,17.85,15.95,2900,47000000,0,0
HOSE,CMX,2022-11-22,6.6,-0.02,-0.003,6.62,6.62,6.92,6.32,928900,6191000000,0,0
HOSE,VGC,2022-11-22,30.2,-0.1,-0.0033,30.3,30.3,32.2,30.2,943200,29412000000,0,0
HOSE,MDG,2022-11-22,13.75,-0.05,-0.0036,13.8,13.8,13.8,13.75,200,2000000,0,0
HOSE,SKG,2022-11-22,13.4,-0.05,-0.0037,13.45,13.4,14.15,13.2,203200,2774000000,0,0
HOSE,CII,2022-11-22,12.8,-0.05,-0.0039000000000000003,12.85,12.95,13.7,12.6,7360400,98289000000,2083200,28089840000
HOSE,DRL,2022-11-22,67.7,-0.3,-0.0044,68.0,67.9,67.9,67.7,1200,81000000,0,0
HOSE,VRE,2022-11-22,26.15,-0.15,-0.005699999999999999,26.3,26.1,28.0,26.05,1870400,49907000000,0,0
HOSE,AAA,2022-11-22,6.96,-0.04,-0.005699999999999999,7.0,7.04,7.29,6.82,4797500,33894000000,0,0
HOSE,NCT,2022-11-22,84.2,-0.5,-0.0059,84.7,85.0,85.0,84.0,3900,328000000,0,0
HOSE,PET,2022-11-22,15.6,-0.1,-0.0064,15.7,15.8,16.75,15.4,1277700,20801000000,0,0
HOSE,CAV,2022-11-22,46.7,-0.3,-0.0064,47.0,47.0,47.0,46.7,1100,51000000,0,0
HOSE,SZL,2022-11-22,46.0,-0.3,-0.006500000000000001,46.3,44.0,46.0,44.0,1200,53000000,0,0
HOSE,TPC,2022-11-22,6.01,-0.04,-0.0066,6.05,6.17,6.2,5.82,2800,17000000,0,0
HOSE,APH,2022-11-22,7.2,-0.05,-0.0069,7.25,7.3,7.4,7.05,2808800,20379000000,0,0
HOSE,NSC,2022-11-22,69.0,-0.5,-0.0072,69.5,70.8,70.8,65.1,12000,813000000,0,0
HOSE,SJS,2022-11-22,40.5,-0.3,-0.0074,40.8,37.95,40.75,37.95,197700,7743000000,170000,6460000000
HOSE,SAB,2022-11-22,181.2,-1.4,-0.0077,182.6,180.7,185.0,180.1,103100,18793000000,37000,6697000000
HOSE,DBC,2022-11-22,12.35,-0.1,-0.008,12.45,12.1,13.3,12.1,3696300,46958000000,511380,6494526000
HOSE,SBV,2022-11-22,12.0,-0.1,-0.0083,12.1,12.05,12.1,12.0,17300,207000000,0,0
HOSE,CTG,2022-11-22,23.9,-0.2,-0.0083,24.1,23.9,24.9,23.5,7649900,185708000000,40000,960000000
HOSE,OPC,2022-11-22,23.0,-0.2,-0.0086,23.2,23.0,23.0,22.6,2800,63000000,0,0
HOSE,HTN,2022-11-22,16.65,-0.15,-0.0089,16.8,16.75,17.5,16.2,347700,5833000000,0,0
HOSE,DBT,2022-11-22,10.4,-0.1,-0.0095,10.5,10.0,10.5,10.0,16400,170000000,0,0
HOSE,ACL,2022-11-22,10.35,-0.1,-0.0096,10.45,10.6,10.8,9.8,90000,929000000,0,0
HOSE,CSM,2022-11-22,15.25,-0.15,-0.0097,15.4,14.5,15.25,14.5,1200,17000000,0,0
HOSE,HPG,2022-11-22,14.8,-0.15,-0.01,14.95,14.65,15.45,14.45,43246700,640093000000,100000,1395000000
HOSE,HDB,2022-11-22,14.65,-0.15,-0.0101,14.8,15.0,15.2,14.6,1480900,22012000000,1150000,17120000000
HOSE,NT2,2022-11-22,24.0,-0.25,-0.0103,24.25,24.1,24.6,23.8,716800,17384000000,0,0
HOSE,NHT,2022-11-22,14.4,-0.15,-0.0103,14.55,14.0,14.4,13.6,700,9000000,0,0
HOSE,MWG,2022-11-22,40.2,-0.45,-0.0111,40.65,40.2,41.6,39.85,3707900,150610000000,0,0
HOSE,PGD,2022-11-22,26.8,-0.3,-0.0111,27.1,26.9,26.9,26.8,2300,61000000,0,0
HOSE,HMC,2022-11-22,8.9,-0.1,-0.0111,9.0,8.83,9.12,8.83,123500,1109000000,0,0
HOSE,EVE,2022-11-22,13.25,-0.15,-0.011200000000000002,13.4,13.0,13.8,13.0,30700,407000000,0,0
HOSE,SZC,2022-11-22,26.35,-0.3,-0.0113,26.65,26.7,27.8,25.5,596700,15955000000,0,0
HOSE,NBB,2022-11-22,13.0,-0.15,-0.011399999999999999,13.15,13.25,13.85,12.55,1268700,16635000000,0,0
HOSE,STK,2022-11-22,25.8,-0.3,-0.0115,26.1,26.1,26.1,25.7,8900,230000000,50000,1375000000
HOSE,DSN,2022-11-22,46.8,-0.55,-0.0116,47.35,46.7,47.4,46.7,4200,196000000,0,0
HOSE,ACB,2022-11-22,20.35,-0.25,-0.0121,20.6,20.4,21.35,20.35,4427400,92198000000,50000,960000000
HOSE,HBC,2022-11-22,7.99,-0.1,-0.0124,8.09,8.0,8.64,7.8,4490500,37062000000,0,0
HOSE,RDP,2022-11-22,6.09,-0.08,-0.013000000000000001,6.17,6.17,6.17,5.74,26400,156000000,0,0
HOSE,CLC,2022-11-22,32.5,-0.45,-0.0137,32.95,32.5,32.5,32.5,500,16000000,0,0
HOSE,SRF,2022-11-22,9.24,-0.13,-0.0139,9.37,10.0,10.0,9.01,2200,21000000,0,0
HOSE,VDS,2022-11-22,7.07,-0.1,-0.0139,7.17,7.04,7.5,7.0,485900,3507000000,0,0
HOSE,VCG,2022-11-22,14.0,-0.2,-0.0141,14.2,14.2,15.1,13.8,7593600,109854000000,0,0
HOSE,PC1,2022-11-22,16.2,-0.25,-0.0152,16.45,17.1,17.4,16.0,3382600,57182000000,0,0
HOSE,VIB,2022-11-22,18.2,-0.3,-0.016200000000000003,18.5,18.35,19.0,18.15,4852700,89991000000,11033530,193086775000
HOSE,CKG,2022-11-22,24.1,-0.4,-0.0163,24.5,23.7,25.1,23.7,505500,12360000000,0,0
HOSE,VMD,2022-11-22,18.0,-0.3,-0.016399999999999998,18.3,18.3,18.3,17.15,2800,49000000,0,0
HOSE,APC,2022-11-22,14.5,-0.25,-0.0169,14.75,14.1,14.5,13.8,12800,181000000,0,0
HOSE,TCB,2022-11-22,21.85,-0.4,-0.018000000000000002,22.25,22.05,23.05,21.85,7548800,169118000000,1900000,44840000000
HOSE,IJC,2022-11-22,10.75,-0.2,-0.0183,10.95,10.8,11.7,10.7,3764200,42085000000,0,0
HOSE,HDG,2022-11-22,26.7,-0.5,-0.0184,27.2,26.9,28.4,25.7,6367800,171788000000,0,0
HOSE,ST8,2022-11-22,7.9,-0.15,-0.018600000000000002,8.05,8.05,8.1,7.9,22100,176000000,0,0
HOSE,GAS,2022-11-22,109.2,-2.1,-0.0189,111.3,111.1,114.9,109.1,314100,35018000000,0,0
HOSE,IBC,2022-11-22,15.5,-0.3,-0.019,15.8,14.7,15.5,14.7,39800,597000000,0,0
HOSE,TLH,2022-11-22,5.64,-0.11,-0.0191,5.75,5.41,6.0,5.41,479600,2773000000,0,0
HOSE,NAF,2022-11-22,8.18,-0.16,-0.0192,8.34,8.04,8.48,8.0,112600,917000000,0,0
HOSE,BCM,2022-11-22,75.0,-1.5,-0.0196,76.5,77.7,77.7,71.2,111800,8343000000,0,0
HOSE,VCB,2022-11-22,73.5,-1.5,-0.02,75.0,74.5,76.0,72.5,1936000,142582000000,0,0
HOSE,CLL,2022-11-22,24.0,-0.5,-0.0204,24.5,25.15,25.15,24.0,3000,73000000,0,0
HOSE,FIR,2022-11-22,47.0,-1.0,-0.0208,48.0,47.8,47.9,46.8,293400,13867000000,0,0
HOSE,HDC,2022-11-22,32.5,-0.75,-0.0226,33.25,33.0,35.55,32.5,2842900,96251000000,179300,5549335000
HOSE,PAN,2022-11-22,14.0,-0.35,-0.024399999999999998,14.35,14.35,15.0,14.0,2632900,38098000000,20000,287000000
HOSE,ITD,2022-11-22,11.9,-0.3,-0.0246,12.2,12.0,12.2,11.9,173300,2100000000,0,0
HOSE,VJC,2022-11-22,98.1,-2.5,-0.024900000000000002,100.6,98.9,102.3,98.0,331800,33151000000,350000,35000000000
HOSE,SAV,2022-11-22,13.35,-0.35,-0.0255,13.7,14.35,14.35,13.3,2700,36000000,0,0
HOSE,SFI,2022-11-22,33.0,-0.9,-0.0265,33.9,33.9,33.9,33.0,300,9000000,0,0
HOSE,SHI,2022-11-22,14.4,-0.4,-0.027000000000000003,14.8,14.75,14.75,14.4,144800,2116000000,0,0
HOSE,HNG,2022-11-22,4.2,-0.12,-0.0278,4.32,4.4,4.51,4.15,7852600,34539000000,0,0
HOSE,OGC,2022-11-22,7.0,-0.2,-0.0278,7.2,7.2,7.2,6.81,535400,3763000000,30000,201000000
HOSE,KSB,2022-11-22,13.95,-0.4,-0.0279,14.35,14.1,15.1,13.95,1713700,24777000000,0,0
HOSE,SFC,2022-11-22,17.2,-0.5,-0.0282,17.7,18.3,18.3,17.2,600,10000000,0,0
HOSE,SBA,2022-11-22,23.9,-0.7,-0.0285,24.6,23.0,24.0,22.9,57600,1327000000,0,0
HOSE,DXG,2022-11-22,10.2,-0.3,-0.0286,10.5,10.6,11.2,9.9,22234200,239499000000,0,0
HOSE,SHP,2022-11-22,25.45,-0.75,-0.0286,26.2,25.65,26.0,24.8,8200,205000000,0,0
HOSE,LCG,2022-11-22,5.6,-0.17,-0.029500000000000002,5.77,5.7,6.17,5.57,4841300,28706000000,0,0
HOSE,IDI,2022-11-22,8.35,-0.26,-0.0302,8.61,8.63,9.21,8.35,5596900,49276000000,0,0
HOSE,GVR,2022-11-22,12.6,-0.4,-0.0308,13.0,13.35,13.7,12.25,3396800,44147000000,0,0
HOSE,TBC,2022-11-22,28.3,-0.9,-0.0308,29.2,28.9,29.0,28.3,1200,34000000,0,0
HOSE,CMV,2022-11-22,8.79,-0.28,-0.030899999999999997,9.07,8.45,8.97,8.45,5200,44000000,0,0
HOSE,TVS,2022-11-22,22.65,-0.75,-0.0321,23.4,23.5,25.0,22.65,27100,634000000,0,0
HOSE,DC4,2022-11-22,6.58,-0.22,-0.032400000000000005,6.8,7.16,7.16,6.5,17100,114000000,0,0
HOSE,TRC,2022-11-22,24.45,-0.85,-0.0336,25.3,25.0,25.0,24.0,24000,582000000,0,0
HOSE,HHV,2022-11-22,8.02,-0.28,-0.0337,8.3,8.3,8.7,7.9,3697000,30940000000,0,0
HOSE,TNC,2022-11-22,65.0,-2.3,-0.0342,67.3,65.0,65.0,65.0,31400,2041000000,0,0
HOSE,KPF,2022-11-22,9.27,-0.33,-0.0344,9.6,8.93,9.6,8.93,168000,1545000000,365930,3267754900
HOSE,MSN,2022-11-22,91.8,-3.3,-0.0347,95.1,93.6,98.0,88.5,1395000,127720000000,0,0
HOSE,VHM,2022-11-22,45.3,-1.65,-0.0351,46.95,45.8,48.5,45.3,1851800,86081000000,0,0
HOSE,TMT,2022-11-22,8.1,-0.3,-0.035699999999999996,8.4,8.67,8.67,8.1,4400,35000000,0,0
HOSE,SVT,2022-11-22,10.6,-0.4,-0.0364,11.0,11.0,11.35,10.6,2400,26000000,0,0
HOSE,IMP,2022-11-22,50.5,-2.1,-0.039900000000000005,52.6,51.0,51.0,50.5,2000,101000000,0,0
HOSE,HUB,2022-11-22,13.0,-0.55,-0.0406,13.55,13.55,13.95,12.65,58600,780000000,0,0
HOSE,TIP,2022-11-22,15.75,-0.7,-0.0426,16.45,16.0,16.8,15.75,133100,2152000000,0,0
HOSE,HSG,2022-11-22,9.2,-0.41,-0.042699999999999995,9.61,9.5,10.15,9.18,15275200,146609000000,716400,6447600000
HOSE,HU1,2022-11-22,6.38,-0.29,-0.0435,6.67,7.13,7.13,6.38,200,1000000,0,0
HOSE,HU3,2022-11-22,4.9,-0.23,-0.044800000000000006,5.13,5.48,5.48,4.9,1000,5000000,0,0
HOSE,BTP,2022-11-22,13.7,-0.65,-0.0453,14.35,13.5,13.85,13.35,98000,1308000000,0,0
HOSE,VIC,2022-11-22,61.0,-3.0,-0.046900000000000004,64.0,64.0,65.9,61.0,1466300,92046000000,0,0
HOSE,TLD,2022-11-22,3.05,-0.15,-0.046900000000000004,3.2,3.19,3.36,3.05,246200,784000000,0,0
HOSE,TNI,2022-11-22,3.05,-0.15,-0.046900000000000004,3.2,3.2,3.42,3.05,951300,3130000000,0,0
